time_stamp,conductivity,temperature,pressure
2023-11-29 12:04:09.273744,0.0031242,16.125,16.75
2023-11-29 12:05:00.913101,1.2778,16.125,17.314
2023-11-29 12:05:02.998848,0.20254,16.122,16.406
2023-11-29 12:05:05.085025,0.0027477,16.119,16.455
2023-11-29 12:05:07.168790,0.0027432,16.118,16.11
2023-11-29 12:05:09.256553,0.0027681,16.12,17.13
2023-11-29 12:06:00.910645,0.0027526,16.106,17.241
2023-11-29 12:06:05.082133,0.0027457,16.108,16.556
2023-11-29 12:06:07.171751,0.0027497,16.11,16.419
2023-11-29 12:06:09.261881,0.002755,16.111,16.395
2023-11-29 12:06:11.350432,0.0027512,16.11,16.466
2023-11-29 12:07:00.917294,0.000062511,16.101,17.019
2023-11-29 12:07:03.006805,0.000062444,16.101,16.924
2023-11-29 12:07:07.175667,0.0026996,16.101,16.296
2023-11-29 12:07:09.263963,0.0023998,66.59,43.676
2023-11-29 12:07:11.350482,0,165.251,21.632
2023-11-29 12:08:00.916277,0.0027237,16.111,16.47
2023-11-29 12:08:03.004634,0.0027238,16.111,17.043
2023-11-29 12:08:05.092892,0.0027278,16.112,16.045
2023-11-29 12:08:07.183033,0.0028946,14.963,16.555
2023-11-29 12:08:09.274004,0.0027525,16.122,15.719
2023-11-29 12:09:00.917869,0.07124,16.119,16.539
2023-11-29 12:09:03.007731,0.070854,16.121,17.062
2023-11-29 12:09:05.095455,0.0027392,16.125,16
2023-11-29 12:09:07.183615,0.0027473,16.127,16.23
2023-11-29 12:09:09.273470,0.002758,16.122,16.13
2023-11-29 12:10:00.918605,0.0027597,16.127,16.367
2023-11-29 12:10:03.009098,0.0027712,16.129,16.934
2023-11-29 12:10:05.096755,0.0027588,16.125,16.811
2023-11-29 12:10:07.189634,0.0027468,16.12,16.263
2023-11-29 12:10:09.281026,0.0027565,16.118,16.725
2023-11-29 12:11:00.911436,0.00011235,16.119,17.302
2023-11-29 12:11:03.000160,0.00011204,16.119,16.496
2023-11-29 12:11:05.092466,0.0027674,16.119,16.426
2023-11-29 12:11:07.181101,0.0027672,16.118,16.576
2023-11-29 12:11:09.268374,0.0027448,16.125,16.847
2023-11-29 12:12:00.919230,-0.000010383,30.231,17.377
2023-11-29 12:12:03.011619,-0.00001403,16.121,16.6
2023-11-29 12:12:05.101411,0.0027255,16.294,16.283
2023-11-29 12:12:07.191186,0.0029612,16.112,33.423
2023-11-29 12:12:09.283489,0.0026901,19.258,16.605
2023-11-29 12:23:30.645511,0.0027364,16.108,18.075
2023-11-29 12:23:32.737423,0.0027405,16.108,17.576
2023-11-29 12:23:34.829451,0.002752,16.109,18.313
2023-11-29 12:23:36.920234,0.002743,16.108,17.693
2023-11-29 12:23:39.011623,0.0027464,16.108,18.283
2023-11-29 12:24:30.665499,0.12947,16.106,19
2023-11-29 12:24:32.755352,0.12905,16.105,18.436
2023-11-29 12:24:34.847652,0.0027047,16.105,18.465
2023-11-29 12:24:36.937958,0.0027079,16.106,18.053
2023-11-29 12:24:39.029522,0.0027143,16.106,18.058
2023-11-29 12:25:30.663769,0.0027104,16.11,18.781
2023-11-29 12:25:32.753036,0.0027129,16.108,18.537
2023-11-29 12:25:34.844817,0.0026995,16.107,17.855
2023-11-29 12:25:36.934174,0.0026919,16.162,17.896
2023-11-29 12:25:39.026061,0.0027051,16.104,18.155
2023-11-29 12:26:30.669100,0.00005489,16.12,18.408
2023-11-29 12:26:32.761182,0.000054864,16.119,18.014
2023-11-29 12:26:34.851072,0.0025604,16.118,17.067
2023-11-29 12:26:36.941945,0.0025582,16.121,17.878
2023-11-29 12:26:39.031566,0.0025489,16.119,17.54
2023-11-29 14:21:50.036630,0.09554,16.156,30.293
2023-11-29 14:21:52.126135,0.095801,16.157,30.115
2023-11-29 14:21:54.218430,0.0026565,16.16,29.233
2023-11-29 14:21:56.308397,0.0026426,16.161,28.995
2023-11-29 14:21:58.401609,0.0026565,16.163,29.326
2023-11-29 14:22:50.033167,0.002684,16.166,30.031
2023-11-29 14:22:52.126001,0.0026939,16.163,29.917
2023-11-29 14:22:54.217533,0.0026996,16.164,29.244
2023-11-29 14:22:56.308806,0.0026913,16.17,29.713
2023-11-29 14:22:58.399072,0.0026972,16.171,28.847
2023-11-29 14:23:50.029015,0.000077086,16.168,30.602
2023-11-29 14:23:52.118808,0.000077271,16.165,29.612
2023-11-29 14:23:54.209615,0.0026779,16.165,29.39
2023-11-29 14:23:56.302216,0.0026966,16.166,29.485
2023-11-29 14:23:58.392951,0.0027039,16.168,29.953
2023-11-29 14:24:50.042146,0.0026801,16.172,29.498
2023-11-29 14:24:52.129435,0.0026734,16.163,29.118
2023-11-29 14:24:54.219150,0.0026706,16.162,29.722
2023-11-29 14:24:56.309668,0.0026939,16.158,29.141
2023-11-29 14:24:58.402984,0.0026719,16.161,29.776
2023-11-29 14:25:50.033596,0.078309,16.199,31.366
2023-11-29 14:25:52.126297,0.078171,16.2,30.473
2023-11-29 14:25:54.216737,0.0027019,16.204,29.986
2023-11-29 14:25:56.308997,0.0027033,16.206,29.289
2023-11-29 14:25:58.401822,0.0026901,16.207,29.935
2023-11-29 14:26:50.029055,0.0027125,16.174,31.023
2023-11-29 14:26:52.122650,0.0027126,16.177,30.051
2023-11-29 14:26:54.213672,0.0026992,16.181,30.172
2023-11-29 14:26:56.306350,0.0026888,16.179,29.464
2023-11-29 14:26:58.398783,0.0026818,16.179,29.622
2023-11-29 14:27:50.031536,0.00010243,16.183,31.046
2023-11-29 14:27:52.124890,0.00010223,16.181,30.182
2023-11-29 14:27:54.217307,0.0027023,16.178,29.955
2023-11-29 14:27:56.311031,0.0027119,16.173,30.023
2023-11-29 14:27:58.404641,0.0026944,16.171,30.182
2023-11-29 14:28:50.025730,0.13547,16.192,30.382
2023-11-29 14:28:52.118622,0.13546,16.193,30.595
2023-11-29 14:28:54.211755,0.0026884,16.195,29.894
2023-11-29 14:28:56.303891,0.0027082,16.196,30.875
2023-11-29 14:28:58.397574,0.0026973,16.192,29.937
2023-11-29 14:29:50.034124,0.0026833,16.183,31.586
2023-11-29 14:29:52.127202,0.0026874,16.18,30.583
2023-11-29 14:29:54.217748,0.0026831,16.179,29.858
2023-11-29 14:29:56.312226,0.0026886,16.18,30.289
2023-11-29 14:29:58.407271,0.0027036,16.189,30.621
2023-11-29 14:30:50.030924,0.000054992,16.205,31.515
2023-11-29 14:30:52.124223,0.000054994,16.204,31.419
2023-11-29 14:30:54.216815,0.0027118,16.205,30.574
2023-11-29 14:30:56.308651,0.0027046,16.205,30.652
2023-11-29 14:30:58.402487,0.0027043,16.204,30.565
2023-11-29 14:31:50.026598,-0.093077,16.207,31.387
2023-11-29 14:31:52.118931,0.005757,16.206,30.462
2023-11-29 14:31:54.211406,0.0027107,16.206,31.152
2023-11-29 14:31:56.305728,0.002701,16.206,30.434
2023-11-29 14:31:58.397572,0.0027138,16.204,30.928
2023-11-29 14:32:50.031260,0.000061762,16.204,31.945
2023-11-29 14:32:52.124435,0.000061856,16.206,30.7
2023-11-29 14:32:54.218092,0.0026991,16.206,30.406
2023-11-29 14:32:56.311369,0.0026925,16.206,30.629
2023-11-29 14:32:58.404861,0.0027197,16.205,30.876
2023-11-29 14:33:50.032776,0.0027034,16.205,32.205
2023-11-29 14:33:52.124814,0.0027009,16.209,31.5
2023-11-29 14:33:54.218781,0.0027138,16.208,30.813
2023-11-29 14:33:56.312537,0.0026846,16.207,30.327
2023-11-29 14:33:58.404816,0.0026832,16.208,29.337
2023-11-29 14:34:50.025284,0.0000087893,16.205,8.9645
2023-11-29 14:34:52.120812,0.0000088099,16.193,31.117
2023-11-29 14:34:54.214430,0.0027275,16.191,30.612
2023-11-29 14:34:56.308663,0.0027173,16.191,30.887
2023-11-29 14:34:58.401182,0.0027201,16.195,29.952
2023-11-29 14:35:50.029966,0.0027324,16.2,31.637
2023-11-29 14:35:52.122837,0.0027198,16.201,31.222
2023-11-29 14:35:54.215250,0.0027011,16.201,30.271
2023-11-29 14:35:56.308542,0.0027123,16.202,31.079
2023-11-29 14:35:58.403189,0.0027191,16.203,30.355
2023-11-29 14:36:50.027466,0.085121,16.214,32.025
2023-11-29 14:36:52.121232,0.085022,16.215,31.864
2023-11-29 14:36:54.215980,0.0027086,16.214,31.171
2023-11-29 14:36:56.310476,0.0026993,16.216,31.296
2023-11-29 14:36:58.403570,0.0027132,16.22,31.245
2023-11-29 14:37:50.028824,0.002715,16.206,31.4
2023-11-29 14:37:52.122719,0.0027279,16.203,31.102
2023-11-29 14:37:54.217511,0.0027026,16.206,31.202
2023-11-29 14:37:56.310671,0.0027186,16.207,31.389
2023-11-29 14:37:58.403646,0.0027195,16.207,31.831
2023-11-29 14:38:50.025752,0.00010378,16.211,33.214
2023-11-29 14:38:52.119017,0.0001037,16.209,31.101
2023-11-29 14:38:54.213009,0.0027178,16.207,31.768
2023-11-29 14:38:56.309096,0.0026943,16.204,31.311
2023-11-29 14:38:58.404441,0.0027195,16.195,31.514
2023-11-29 14:39:50.029030,0.13672,16.216,33.065
2023-11-29 14:39:52.124252,0.13673,16.218,32.169
2023-11-29 14:39:54.218858,0.0027373,16.22,31.34
2023-11-29 14:39:56.313987,0.0027266,16.226,30.984
2023-11-29 14:39:58.408980,0.0027248,16.224,30.955
2023-11-29 14:40:50.027142,0.0027801,16.208,32.564
2023-11-29 14:40:52.123111,0.0027218,16.211,31.662
2023-11-29 14:40:54.217688,0.0027127,16.209,31.437
2023-11-29 14:40:56.312693,0.0027303,16.206,31.955
2023-11-29 14:40:58.407326,0.0027129,16.207,31.337
2023-11-29 14:41:50.029491,0.00005518,16.208,31.638
2023-11-29 14:41:52.125774,0.000055375,16.209,31.633
2023-11-29 14:41:54.220550,0.0027271,16.209,31.139
2023-11-29 14:41:56.313781,0.0027221,16.207,31.118
2023-11-29 14:41:58.409021,0.0027355,16.208,31.372
2023-11-29 14:42:50.030790,0.00012425,16.207,32.433
2023-11-29 14:42:52.124846,0.00012386,16.206,31.92
2023-11-29 14:42:54.219128,0.0027015,16.207,31.279
2023-11-29 14:42:56.312982,0.002721,16.206,31.436
2023-11-29 14:42:58.410338,0.0027129,16.208,31.26
2023-11-29 14:43:50.029673,0.11781,16.201,32.476
2023-11-29 14:43:52.123254,0.117,16.207,32.845
2023-11-29 14:43:54.216086,0.0027044,16.209,31.843
2023-11-29 14:43:56.309043,0.0027087,16.206,31.475
2023-11-29 14:43:58.404016,0.0027246,16.204,31.776
2023-11-29 14:44:50.031342,0.0027122,16.204,32.463
2023-11-29 14:44:52.125464,0.0026873,16.209,31.533
2023-11-29 14:44:54.220766,0.002728,16.2,31.901
2023-11-29 14:44:56.315651,0.0027161,16.203,31.656
2023-11-29 14:44:58.410810,0.0027099,16.203,31.887
2023-11-29 14:45:50.035421,0.000064582,16.21,33.179
2023-11-29 14:45:52.129814,0.000064222,16.215,31.792
2023-11-29 14:45:54.225532,0.0026959,16.212,32.244
2023-11-29 14:45:56.320074,0.0027152,16.201,31.687
2023-11-29 14:45:58.414113,0.002721,16.2,32.007
2023-11-29 14:46:50.025531,0.0026954,16.221,33.952
2023-11-29 14:46:52.121268,0.0026988,16.219,32.993
2023-11-29 14:46:54.215915,0.0026937,16.214,32.373
2023-11-29 14:46:56.311822,0.0026787,16.209,32.976
2023-11-29 14:46:58.407868,0.002702,16.205,32.093
2023-11-29 14:47:50.031386,0.10097,16.21,32.774
2023-11-29 14:47:52.125376,0.10086,16.207,32.8
2023-11-29 14:47:54.220734,0.0027089,16.203,31.822
2023-11-29 14:47:56.317284,0.0026951,16.195,32.793
2023-11-29 14:47:58.413190,0.002687,16.194,32.478
2023-11-29 14:48:50.034595,0.0026381,16.145,32.961
2023-11-29 14:48:52.127926,0.0026327,16.144,32.81
2023-11-29 14:48:54.221024,0.0026183,16.144,32.184
2023-11-29 14:48:56.316836,0.0026292,16.148,32.831
2023-11-29 14:48:58.410847,0.0026269,16.145,32.374
2023-11-29 14:49:50.029961,0.000085096,16.133,33.716
2023-11-29 14:49:52.124919,0.000085013,16.135,33.133
2023-11-29 14:49:54.221403,0.0026022,16.134,32.023
2023-11-29 14:49:56.316910,0.0025827,16.133,32.14
2023-11-29 14:49:58.413796,0.0024611,18.199,31.759
2023-11-29 14:50:50.026972,-0.22768,16.139,92.883
2023-11-29 14:50:52.123375,0.0041527,25.043,31.241
2023-11-29 14:50:54.220737,0.0027731,16.127,32.024
2023-11-29 14:50:56.318580,0.0025903,16.125,32.065
2023-11-29 14:50:58.415659,0.0025717,16.124,31.995
2023-11-29 14:51:50.032105,0.0001,16.136,33.502
2023-11-29 14:51:52.125824,0.00010002,16.138,32.484
2023-11-29 14:51:54.220528,0.0023663,117.895,0
2023-11-29 14:51:56.315974,0.044348,165.251,0
2023-11-29 14:51:58.413737,0.0081713,126.048,116.63
2023-11-29 14:52:50.026462,0.11362,16.115,33.46
2023-11-29 14:52:52.123674,0.11748,16.154,31.934
2023-11-29 14:52:54.220618,0.002555,16.119,31.602
2023-11-29 14:52:56.318622,0.0025635,16.121,31.154
2023-11-29 14:52:58.415094,0.0025648,16.121,31.492
2023-11-29 14:53:50.031464,0.0025781,16.144,33.655
2023-11-29 14:53:52.125812,0.0025915,16.148,32.373
2023-11-29 14:53:54.222026,0.0025715,16.148,31.938
2023-11-29 14:53:56.319162,0.0025712,16.141,32.836
2023-11-29 14:53:58.415029,0.0025536,16.141,31.697
2023-11-29 14:54:50.026817,0.000059225,16.104,32.893
2023-11-29 14:54:52.123453,0.000059307,16.104,32.219
2023-11-29 14:54:54.219232,0.0025663,16.096,31.498
2023-11-29 14:54:56.315366,0.0013656,81.125,55.776
2023-11-29 14:54:58.412839,0,165.251,0
2023-11-29 14:55:50.037329,0.0025913,16.114,33.544
2023-11-29 14:55:52.129675,0.0026051,16.114,33.595
2023-11-29 14:55:54.228803,0.0026023,16.114,32.247
2023-11-29 14:55:56.325901,0.0025793,16.119,32.89
2023-11-29 14:55:58.422526,0.002581,16.115,31.979
2023-11-29 14:56:50.025691,0.078907,18.65,32.946
2023-11-29 14:56:52.122591,0.087666,16.124,31.575
2023-11-29 14:56:54.220265,0.0025958,16.127,32.681
2023-11-29 14:56:56.318562,0.0025709,16.118,30.546
2023-11-29 14:56:58.414125,0.0029094,16.636,33.187
2023-11-29 14:57:50.027798,0.0025839,16.122,32.573
2023-11-29 14:57:52.124885,0.002595,16.124,31.895
2023-11-29 14:57:54.221253,0.002576,16.128,31.871
2023-11-29 14:57:56.317913,0.0025906,16.131,32.088
2023-11-29 14:57:58.415744,0.0025839,16.132,31.852
2023-11-29 14:58:50.029914,0.000085701,16.135,33.376
2023-11-29 14:58:52.127367,0.000085759,16.137,32.599
2023-11-29 14:58:54.224933,0.0010543,40.978,30.103
2023-11-29 14:58:56.322657,0.00093321,113.445,24.685
2023-11-29 14:58:58.422954,0,165.251,156.79
2023-11-29 14:59:50.029586,0.13117,16.144,33.638
2023-11-29 14:59:52.129568,0.13116,16.149,33.123
2023-11-29 14:59:54.226982,0.0025954,16.148,32.342
2023-11-29 14:59:56.325720,0.0026005,16.147,32.226
2023-11-29 14:59:58.425252,0.0026083,16.148,32.234
2023-11-29 15:51:11.606683,0.000066498,16.241,35.056
2023-11-29 15:51:13.753809,0.000066443,16.24,35.011
2023-11-29 15:51:15.900993,0.0025966,16.242,35.25
2023-11-29 15:51:18.046455,0.0026025,16.237,34.813
2023-11-29 15:51:20.191179,0.0026003,16.235,35.093
2023-11-29 15:52:11.604064,0.0026152,16.23,36.238
2023-11-29 15:52:13.750246,0.0026116,16.228,35.53
2023-11-29 15:52:15.897889,0.0025944,16.225,35.784
2023-11-29 15:52:18.045822,0.0026054,16.228,34.97
2023-11-29 15:52:20.191241,0.0025933,16.232,35.376
2023-11-29 15:53:11.608302,0.083981,16.222,36.286
2023-11-29 15:53:13.754293,0.084042,16.223,35.422
2023-11-29 15:53:15.897405,0.0025976,16.226,35.464
2023-11-29 15:53:18.045576,0.0025918,16.229,34.808
2023-11-29 15:53:20.191108,0.0025996,16.232,34.659
2023-11-29 15:54:11.608514,0.0025905,16.231,35.708
2023-11-29 15:54:13.753293,0.0025941,16.228,35.011
2023-11-29 15:54:15.894972,0.0025929,16.227,34.86
2023-11-29 15:54:18.040008,0.0025835,16.227,34.957
2023-11-29 15:54:20.183224,0.0025957,16.227,34.846
2023-11-29 15:55:11.602654,0.000080617,16.237,35.359
2023-11-29 15:55:13.734395,0.000080043,16.239,35.221
2023-11-29 15:55:15.867440,0.0025347,16.234,34.711
2023-11-29 15:55:17.998837,0.0024945,16.233,34.452
2023-11-29 15:55:20.137339,0.0025066,16.23,34.344
2023-11-29 15:56:11.605296,0.0025886,16.234,35.572
2023-11-29 15:56:13.753409,0.0025946,16.234,36.159
2023-11-29 15:56:15.902214,0.0025819,16.235,34.699
2023-11-29 15:56:18.079264,0.0025745,16.233,35.028
2023-11-29 15:56:20.227895,0.0025934,16.227,35.382
2023-11-29 15:57:11.606526,0.067296,16.223,35.577
2023-11-29 15:57:13.753184,0.067283,16.224,36.19
2023-11-29 15:57:15.898756,0.0025769,16.228,35.143
2023-11-29 15:57:18.048545,0.002587,16.231,34.579
2023-11-29 15:57:20.195386,0.0025819,16.224,35.309
2023-11-29 15:58:11.605152,0.0025734,16.199,35.701
2023-11-29 15:58:13.751967,0.0025787,16.2,34.833
2023-11-29 15:58:15.897913,0.0025749,16.201,35.26
2023-11-29 15:58:18.046213,0.0025769,16.201,35.025
2023-11-29 15:58:20.195900,0.0025846,16.208,35.384
